Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_incorrect,Number_correct,Number_unclassified,Percent_incorrect,Percent_correct,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError,measureBestNumIts,measureBestVal
features_all_postprocessedleft,5,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.320799279,0.431003964,100.2497747,107.3965461,11.70069995,13.03187338,-1.331173425,2.340139991,2.606374676,-0.266234685,0.835431658,0.167086332,36.27025035,0,0,0,0,1,4,1,1,0,0,0,0,0.75,0.5,0.2,0.2,0.8,0.8,0.066666667,0.2,0.1,-0.018350342,0.5,0.456666667,0.1,0.2,0.025,0,0.015625,0,15.625,0,314596,14425,3760,100,80,?,-1,?,?
features_all_postprocessedleft,5,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.348679769,0.469229799,108.9624277,116.921569,11.70069995,1089.002763,-1077.302063,2.340139991,217.8005526,-215.4604126,0.409820064,0.081964013,17.7923307,0,0,0,0,1,4,1,1,0,0,0,0,0.125,0.2,0,0.25,0.75,1,0,0,0,-0.25,0.525,0.48,0,0,0.024,0,0.015625,0,15.625,0,307167,14425,3760,60,72,?,-1,?,?
features_all_postprocessedleft,5,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.331930435,0.45028782,103.7282609,112.2016516,11.70069995,13.10339068,-1.402690729,2.340139991,2.620678137,-0.280538146,0.127025118,0.025405024,5.514793187,0,0,0,0,1,4,1,1,0,0,0,0,0.25,0.25,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.018350342,0.5,0.456666667,0.2,0.2,0.026,0.001,0.015625,0,15.625,0,311767,14425,3760,100,84,?,-1,?,?
features_all_postprocessedleft,5,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.307671909,0.412493937,96.14747159,102.7842613,11.70069995,13.14527371,-1.444573761,2.340139991,2.629054743,-0.288914752,1.465305635,0.293061127,63.61621767,1,1,0.25,1,0.75,3,0,0,0.5,1,0.666666667,0.612372436,0.75,0.5,0.2,0.2,0.8,0.8,0.1,0.2,0.133333333,-0.009175171,0.6,0.5,0.133333333,0.2,0.023,0.001,0.015625,0,15.625,0,315232,14425,3760,80,84,?,-1,?,?
features_all_postprocessedleft,5,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.318673813,0.430204589,99.58556666,107.1973597,11.70069995,12.71479674,-1.014096786,2.340139991,2.542959348,-0.202819357,0.922183886,0.184436777,40.03659673,1,1,0.25,1,0.75,3,0,0,0.5,1,0.666666667,0.612372436,1,1,0.2,0.2,0.8,0.8,0.1,0.2,0.133333333,-0.009175171,0.525,0.433333333,0.133333333,0.2,0.022,0.001,0.03125,0,31.25,0,302782,14425,3760,100,88,?,-1,?,?
features_all_postprocessedleft,6,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.034482759,0.291281747,0.417412497,91.09583606,104.103518,13.98932566,15.12596008,-1.136634421,2.331554277,2.520993347,-0.18943907,2.172286097,0.362047683,94.26558086,0,0,0,0,1,5,1,1,0,0,0,0,0.4,0.2,0.166666667,0.216666667,0.783333333,0.833333333,0.041666667,0.166666667,0.066666667,-0.086037961,0.708333333,0.588888889,0.08,0.166666667,0.022,0,0.03125,0,31.25,0,307089,14188,3997,100,83.33333333,?,-1,?,?
features_all_postprocessedleft,6,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,0,0.309708561,0.414991442,97.61242585,104.3942709,13.72970188,13.92968132,-0.199979433,2.288283647,2.321613553,-0.033329905,1.205978761,0.20099646,52.23586259,1,1,0.6,3,0.4,2,0,0,0.25,1,0.4,0.316227766,0.8,0.5,0.166666667,0.166666667,0.833333333,0.833333333,0.041666667,0.166666667,0.066666667,-0.013962039,0.65,0.45,0.08,0.166666667,0.022,0.001,0.015625,0,15.625,0,307020,14188,3997,100,90,?,-1,?,?
features_all_postprocessedleft,6,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.172413793,0.286091135,0.394566709,90.16880121,99.25627297,13.72970188,15.68457183,-1.954869944,2.288283647,2.614095305,-0.325811657,2.923631958,0.487271993,126.6344336,0,0,0.4,2,0.6,3,1,1,0,0,0,-0.316227766,0.6,0.333333333,0.333333333,0.133333333,0.866666667,0.666666667,0.388888889,0.333333333,0.305555556,0.232649482,0.625,0.5,0.233333333,0.333333333,0.023,0,0.015625,0,15.625,0,308724,14188,3997,66.66666667,80,?,-1,?,?
features_all_postprocessedleft,6,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,0,6,0,0,100,0,-0.285714286,0.343333333,0.467125964,108.2101167,117.5091087,13.72970188,22.73865229,-9.008950405,2.288283647,3.789775382,-1.501491734,0.223097573,0.037182929,9.663266524,0,0,0.4,2,0.6,3,1,1,0,0,0,-0.316227766,0.6,0.333333333,0,0.3,0.7,1,0,0,0,-0.286037961,0.483333333,0.344444444,0,0,0.023,0,0.03125,0,31.25,0,310299,14188,3997,50,70,?,-1,?,?
features_all_postprocessedleft,6,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,0,6,0,0,100,0,-0.24137931,0.341679549,0.458246478,107.688885,115.2754061,13.72970188,17.2435486,-3.513846712,2.288283647,2.873924766,-0.585641119,-0.209685725,-0.034947621,-9.082344642,0,0,0,0,1,5,1,1,0,0,0,0,0.9,0.5,0,0.25,0.75,1,0,0,0,-0.244151844,0.491666667,0.361111111,0,0,0.022,0,0.03125,0,31.25,0,291898,14188,3997,100,86.66666667,?,-1,?,?
features_all_postprocessedleft,6,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.339457764,0.463320642,106.0805514,115.4491391,11.70069995,15.23713546,-3.536435503,2.340139991,3.047427091,-0.707287101,-0.350527754,-0.070105551,-15.21815609,0,0,0,0,1,4,1,1,0,0,0,0,0.25,0.25,0,0.25,0.75,1,0,0,0,-0.213299316,0.4,0.3,0,0,0.023,0,0.015625,0,15.625,0,313852,14425,3760,100,84,?,-1,?,?
features_all_postprocessedleft,6,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.343008534,0.440921392,107.1901668,109.8677471,11.70069995,14.87345347,-3.172753521,2.340139991,2.974690695,-0.634550704,-0.48510762,-0.097021524,-21.06093857,0,0,0.5,2,0.5,2,1,1,0,0,0,-0.40824829,0,0.2,0.2,0.2,0.8,0.8,0.066666667,0.2,0.1,0,0.2,0.253333333,0.1,0.2,0.027,0,0,0,0,0,319558,14425,3760,100,100,?,-1,?,?
features_all_postprocessedleft,6,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.308861212,0.404155787,96.51912879,100.706581,11.70069995,11.96056067,-0.259860716,2.340139991,2.392112134,-0.051972143,1.527114829,0.305422966,66.2996627,1,1,0,0,1,4,0,0,1,1,1,1,1,1,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.036700684,0.5,0.456666667,0.2,0.2,0.024,0,0.015625,0,15.625,0,316084,14425,3760,100,100,?,-1,?,?
features_all_postprocessedleft,6,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.3264,0.452977373,102,112.8718278,11.70069995,1082.955004,-1071.254304,2.340139991,216.5910009,-214.2508609,0.919196289,0.183839258,39.90689026,0,0,0,0,1,4,1,1,0,0,0,0,0,0.2,0,0.25,0.75,1,0,0,0,-0.213299316,0.45,0.356666667,0,0,0.024,0.001,0.015625,0,15.625,0,305024,14425,3760,80,68,?,-1,?,?
features_all_postprocessedleft,6,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0.090909091,0.33,0.439679893,103.5958904,110.147787,11.53672422,13.942316,-2.405591786,2.307344844,2.788463201,-0.481118357,0.571478453,0.114295691,24.75682049,1,1,0,0,1,4,0,0,1,1,1,1,1,1,0.2,0.133333333,0.866666667,0.8,0.2,0.2,0.2,0.036700684,0.533333333,0.513333333,0.25,0.2,0.025,0,0.015625,0,15.625,0,312971,14425,3760,100,84,?,-1,?,?
features_all_postprocessedleft,7,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.172413793,0.332694929,0.437761753,104.8571567,110.1223168,13.72970188,18.02152117,-4.291819288,2.288283647,3.003586862,-0.715303215,0.803056959,0.133842827,34.78367475,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.333333333,0.183333333,0.816666667,0.666666667,0.222222222,0.333333333,0.25,0.102459677,0.3625,0.380555556,0.3,0.333333333,0.023,0.001,0.03125,0,31.25,0,306844,14188,3997,83.33333333,86.66666667,?,-1,?,?
features_all_postprocessedleft,7,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.111111111,0.322858829,0.418973755,101.7570628,105.3960522,13.72970188,16.08360692,-2.353905037,2.288283647,2.680601154,-0.392317506,0.569967107,0.094994518,24.68760183,0,0,0,0,1,5,1,1,0,0,0,0,0.2,0.2,0.166666667,0.266666667,0.733333333,0.833333333,0.111111111,0.166666667,0.133333333,-0.086037961,0.354166667,0.363888889,0.08,0.166666667,0.022,0.001,0.03125,0,31.25,0,292799,14188,3997,100,96.66666667,?,-1,?,?
features_all_postprocessedleft,7,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,0,0.317945638,0.414726954,100.2085473,104.3277369,13.72970188,14.41313755,-0.683435664,2.288283647,2.402189592,-0.113905944,0.711699651,0.118616608,30.82661684,0,0,0.4,2,0.6,3,1,1,0,0,0,-0.316227766,0.6,0.333333333,0.166666667,0.166666667,0.833333333,0.833333333,0.055555556,0.166666667,0.083333333,-0.011502362,0.616666667,0.472222222,0.1,0.166666667,0.023,0,0.015625,0,15.625,0,305474,14188,3997,100,96.66666667,?,-1,?,?
features_all_postprocessedleft,7,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,0,6,0,0,100,0,-0.384615385,0.332,0.441669547,105.046875,111.6396324,13.56572615,16.91749899,-3.351772837,2.260954358,2.819583164,-0.558628806,-0.073920099,-0.012320017,-3.194712601,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0.6,0.333333333,0,0.4,0.6,1,0,0,0,-0.407778182,0.35,0.330555556,0,0,0.022,0,0.015625,0,15.625,0,308273,14188,3997,83.33333333,86.66666667,?,-1,?,?
features_all_postprocessedleft,7,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,0,6,0,0,100,0,-0.24137931,0.342284267,0.468260132,107.0464311,116.7850205,13.98932566,1089.415295,-1075.425969,2.331554277,181.5692158,-179.2376616,0.177835534,0.029639256,7.717109588,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0.1,0.166666667,0,0.25,0.75,1,0,0,0,-0.246611521,0.383333333,0.316666667,0,0,0.022,0,0.015625,0,15.625,0,297272,14188,3997,66.66666667,66.66666667,?,-1,?,?
features_all_postprocessedleft,7,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,2,3,0,40,60,0,0.25,0.310928879,0.420631651,97.16527478,104.8119977,11.70069995,12.40968743,-0.708987474,2.340139991,2.481937486,-0.141797495,1.326743945,0.265348789,57.60056442,1,1,0,0,1,4,0,0,1,1,1,1,1,1,0.4,0.15,0.85,0.6,0.266666667,0.4,0.3,0.231649658,0.575,0.556666667,0.3,0.4,0.028,0.001,0.03125,0,31.25,0,311376,14425,3760,100,84,?,-1,?,?
features_all_postprocessedleft,7,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.277382231,0.403018366,86.68194707,100.4231609,11.70069995,11.62296596,0.077733992,2.340139991,2.324593192,0.015546798,2.240303561,0.448060712,97.26273862,0,0,0.5,2,0.5,2,1,1,0,0,0,-0.40824829,0.5,0.333333333,0.2,0.2,0.8,0.8,0.1,0.2,0.133333333,-0.009175171,0.75,0.566666667,0.133333333,0.2,0.024,0,0.03125,0,31.25,0,312541,14425,3760,80,76,?,-1,?,?
features_all_postprocessedleft,7,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.283256338,0.438867864,88.51760563,109.3560541,11.70069995,12.48832353,-0.78762358,2.340139991,2.497664707,-0.157524716,2.056634727,0.411326945,89.28875952,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0,0.2,0.2,0.2,0.8,0.8,0.066666667,0.2,0.1,-0.018350342,0.725,0.64,0.1,0.2,0.023,0,0.03125,0,31.25,0,305503,14425,3760,100,64,?,-1,?,?
features_all_postprocessedleft,7,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.302311111,0.393458203,94.47222222,98.04098223,11.70069995,10.50935155,1.191348404,2.340139991,2.10187031,0.238269681,1.827489212,0.365497842,79.34041112,1,1,0,0,1,4,0,0,1,1,1,1,1,1,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.018350342,0.65,0.6,0.2,0.2,0.024,0,0.03125,0,31.25,0,316994,14425,3760,100,92,?,-1,?,?
features_all_postprocessedleft,7,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.332709803,0.459556933,103.9718134,114.511307,11.70069995,15.700958,-4.000258048,2.340139991,3.1401916,-0.80005161,0.183247419,0.036649484,7.955683368,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0,0.2,0,0.25,0.75,1,0,0,0,-0.231649658,0.55,0.406666667,0,0,0.023,0.001,0.015625,0,15.625,0,312031,14425,3760,80,72,?,-1,?,?
features_all_postprocessedleft,8,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.2,0.30872956,0.435714913,96.5524878,108.6681774,13.98932566,17.21390731,-3.22458165,2.331554277,2.868984552,-0.537430275,1.402550372,0.233758395,60.86317344,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0,0.166666667,0.333333333,0.133333333,0.866666667,0.666666667,0.138888889,0.333333333,0.194444444,0.146611521,0.541666667,0.402777778,0.233333333,0.333333333,0.022,0.001,0.015625,0,15.625,0,306198,14188,3997,100,90,?,-1,?,?
features_all_postprocessedleft,8,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.034482759,0.30749506,0.420170786,97.29335886,106.2054481,13.56572615,14.06670885,-0.500982701,2.260954358,2.344451475,-0.083497117,1.540608467,0.256768078,66.58272026,1,1,0.2,1,0.8,4,0,0,0.5,1,0.666666667,0.632455532,0.8,0.5,0.166666667,0.233333333,0.766666667,0.833333333,0.083333333,0.166666667,0.111111111,-0.094590745,0.608333333,0.511111111,0.166666667,0.166666667,0.023,0,0.015625,0,15.625,0,310974,14188,3997,100,83.33333333,?,-1,?,?
features_all_postprocessedleft,8,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,0,0.31725161,0.41428653,99.98980692,104.216945,13.72970188,14.62000768,-0.890305792,2.288283647,2.436667946,-0.148384299,0.81664622,0.136107703,35.3722811,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0.6,0.333333333,0.166666667,0.166666667,0.833333333,0.833333333,0.083333333,0.166666667,0.111111111,-0.013962039,0.566666667,0.527777778,0.133333333,0.166666667,0.022,0,0.03125,0,31.25,0,303125,14188,3997,100,90,?,-1,?,?
features_all_postprocessedleft,8,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,0,6,0,0,100,0,-0.2,0.329047619,0.443653303,103.7076153,111.6043812,13.72970188,17.03228243,-3.302580549,2.288283647,2.838713739,-0.550430092,0.247069579,0.041178263,10.70159192,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0.5,0.25,0,0.2,0.8,1,0,0,0,-0.172075922,0.533333333,0.416666667,0,0,0.022,0.001,0.015625,0.015625,15.625,15.625,293533,14188,3997,83.33333333,76.66666667,?,-1,?,?
features_all_postprocessedleft,8,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.034482759,0.345567568,0.465359646,108.9142917,117.0647778,13.72970188,23.61698334,-9.887281456,2.288283647,3.93616389,-1.647880243,0.616727227,0.102787871,26.71297349,1,1,0.2,1,0.8,4,0,0,0.5,1,0.666666667,0.632455532,0.8,0.5,0.166666667,0.216666667,0.783333333,0.833333333,0.083333333,0.166666667,0.111111111,-0.074535599,0.433333333,0.422222222,0.133333333,0.166666667,0.023,0.001,0.015625,0,15.625,0,303761,14188,3997,66.66666667,83.33333333,?,-1,?,?
features_all_postprocessedleft,8,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.3112,0.44046627,97.25,109.7543411,11.70069995,12.94529986,-1.244599909,2.340139991,2.589059973,-0.248919982,1.357821863,0.271564373,58.94981165,1,1,0.25,1,0.75,3,0,0,0.5,1,0.666666667,0.612372436,1,1,0.2,0.2,0.8,0.8,0.1,0.2,0.133333333,-0.027525513,0.6,0.5,0.133333333,0.2,0.023,0.001,0.015625,0,15.625,0,307686,14425,3760,100,84,?,-1,?,?
features_all_postprocessedleft,8,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.3488,0.468841218,109,116.8247433,11.70069995,1086.600652,-1074.899952,2.340139991,217.3201303,-214.9799903,-0.522740442,-0.104548088,-22.69476683,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0,0.2,0,0.25,0.75,1,0,0,0,-0.231649658,0.25,0.28,0,0,0.024,0,0.03125,0,31.25,0,309966,14425,3760,60,72,?,-1,?,?
features_all_postprocessedleft,8,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.328,0.458161544,102.5,114.1636073,11.70069995,12.79709091,-1.096390955,2.340139991,2.559418182,-0.219278191,0.004518311,9.04E-04,0.196162397,0,0,0,0,1,4,1,1,0,0,0,0,0.5,0.333333333,0,0.25,0.75,1,0,0,0,-0.213299316,0.6,0.4,0,0,0.024,0,0.03125,0,31.25,0,313519,14425,3760,100,80,?,-1,?,?
features_all_postprocessedleft,8,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,2,3,0,40,60,0,0.25,0.329380843,0.434242992,102.9315134,108.2036392,11.70069995,15.32386236,-3.623162408,2.340139991,3.064772472,-0.724632482,0.85517071,0.171034142,37.12722092,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0.25,0.25,0.4,0.15,0.85,0.6,0.3,0.4,0.333333333,0.222474487,0.475,0.44,0.333333333,0.4,0.023,0,0.03125,0,31.25,0,309790,14425,3760,80,88,?,-1,?,?
features_all_postprocessedleft,8,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,50,5,1,4,0,20,80,0,0,0.274779841,0.400122753,85.86870027,99.70163898,11.70069995,9.75354061,1.947159344,2.340139991,1.950708122,0.389431869,2.407546042,0.481509208,104.5235679,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0.75,0.5,0.2,0.2,0.8,0.8,0.05,0.2,0.08,0,0.9,0.8,0.08,0.2,0.024,0.001,0.015625,0.015625,15.625,15.625,316006,14425,3760,100,72,?,-1,?,?
features_all_postprocessedleft,9,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,0,0.307951566,0.412923591,97.05866467,103.8740872,13.72970188,13.28117963,0.448522252,2.288283647,2.213529939,0.074753709,1.227336002,0.204556,53.16093191,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0.8,0.5,0.166666667,0.166666667,0.833333333,0.833333333,0.083333333,0.166666667,0.111111111,-0.002459677,0.766666667,0.616666667,0.133333333,0.166666667,0.022,0.001,0.015625,0,15.625,0,303692,14188,3997,100,86.66666667,?,-1,?,?
features_all_postprocessedleft,9,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.111111111,0.298203252,0.428547046,93.98623897,107.8042868,13.72970188,14.80236015,-1.072658267,2.288283647,2.467060025,-0.178776378,1.46739065,0.244565108,63.55867852,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0,0.166666667,0.166666667,0.266666667,0.733333333,0.833333333,0.111111111,0.166666667,0.133333333,-0.1,0.616666667,0.5,0.08,0.166666667,0.023,0.001,0.015625,0,15.625,0,301774,14188,3997,100,70,?,-1,?,?
features_all_postprocessedleft,9,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.076923077,0.272666667,0.383223325,85.93774319,96.4027582,13.72970188,12.20276861,1.526933274,2.288283647,2.033794769,0.254488879,3.234621769,0.539103628,140.1046716,0,0,0,0,1,5,1,1,0,0,0,0,1,1,0.333333333,0.283333333,0.716666667,0.666666667,0.166666667,0.333333333,0.222222222,0.022075922,0.733333333,0.694444444,0.2,0.333333333,0.026,0,0.03125,0,31.25,0,316230,14188,3997,100,90,?,-1,?,?
features_all_postprocessedleft,9,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,0,6,0,0,100,0,-0.2,0.343333333,0.450986996,107.3745174,112.4770657,13.98932566,1087.522042,-1073.532716,2.331554277,181.2536736,-178.9221194,-0.269157052,-0.044859509,-11.67997434,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0.3,0.2,0,0.2,0.8,1,0,0,0,-0.16057356,0.341666667,0.3,0,0,0.022,0,0.03125,0,31.25,0,297800,14188,3997,83.33333333,83.33333333,?,-1,?,?
features_all_postprocessedleft,9,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1.12E+18,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.172413793,0.310091196,0.417013507,96.97832784,104.0040089,13.98932566,14.82992881,-0.840603152,2.331554277,2.471654802,-0.140100525,1.450824399,0.241804066,62.95800764,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.333333333,0.183333333,0.816666667,0.666666667,0.222222222,0.333333333,0.25,0.102459677,0.65,0.505555556,0.3,0.333333333,0.022,0,0.03125,0,31.25,0,305141,14188,3997,100,86.66666667,?,-1,?,?
