Key_Dataset,Key_Run,Key_Fold,Key_Scheme,Key_Scheme_options,Key_Scheme_version_ID,Date_time,Number_of_training_instances,Number_of_testing_instances,Number_correct,Number_incorrect,Number_unclassified,Percent_correct,Percent_incorrect,Percent_unclassified,Kappa_statistic,Mean_absolute_error,Root_mean_squared_error,Relative_absolute_error,Root_relative_squared_error,SF_prior_entropy,SF_scheme_entropy,SF_entropy_gain,SF_mean_prior_entropy,SF_mean_scheme_entropy,SF_mean_entropy_gain,KB_information,KB_mean_information,KB_relative_information,True_positive_rate,Num_true_positives,False_positive_rate,Num_false_positives,True_negative_rate,Num_true_negatives,False_negative_rate,Num_false_negatives,IR_precision,IR_recall,F_measure,Matthews_correlation,Area_under_ROC,Area_under_PRC,Weighted_avg_true_positive_rate,Weighted_avg_false_positive_rate,Weighted_avg_true_negative_rate,Weighted_avg_false_negative_rate,Weighted_avg_IR_precision,Weighted_avg_IR_recall,Weighted_avg_F_measure,Weighted_avg_matthews_correlation,Weighted_avg_area_under_ROC,Weighted_avg_area_under_PRC,Unweighted_macro_avg_F_measure,Unweighted_micro_avg_F_measure,Elapsed_Time_training,Elapsed_Time_testing,UserCPU_Time_training,UserCPU_Time_testing,UserCPU_Time_millis_training,UserCPU_Time_millis_testing,Serialized_Model_Size,Serialized_Train_Set_Size,Serialized_Test_Set_Size,Coverage_of_Test_Cases_By_Regions,Size_of_Predicted_Regions,Summary,measureOutOfBagError
features_all_postprocessedleft,6,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.349162429,0.448334933,109.1132591,111.7150357,11.70069995,16.38383718,-4.683137223,2.340139991,3.276767435,-0.936627445,-0.610417964,-0.122083593,-26.5012849,0,0,0.75,3,0.25,1,1,1,0,0,0,-0.612372436,0,0.2,0,0.25,0.75,1,0,0,0,-0.204124145,0.2,0.246666667,0,0,0,0,0,0,0,0,22313,14425,3760,80,96,?,-1
features_all_postprocessedleft,6,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.345061076,0.457533777,107.8315863,114.0071818,11.70069995,15.79562433,-4.094924378,2.340139991,3.159124866,-0.818984876,-0.010335438,-0.002067088,-0.448712857,0,0,0,0,1,4,1,1,0,0,0,0,1,1,0,0.25,0.75,1,0,0,0,-0.213299316,0.4,0.413333333,0,0,0.016,0,0.015625,0,15.625,0,27878,14425,3760,100,92,?,-1
features_all_postprocessedleft,6,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,2,3,0,40,60,0,0.25,0.307945059,0.4015535,96.23283093,100.0581491,11.70069995,12.02177366,-0.32107371,2.340139991,2.404354733,-0.064214742,1.524461841,0.304892368,66.18448328,0,0,0,0,1,4,1,1,0,0,0,0,0.125,0.2,0.4,0.15,0.85,0.6,0.3,0.4,0.333333333,0.222474487,0.475,0.446666667,0.333333333,0.4,0,0,0,0,0,0,25108,14425,3760,100,100,?,-1
features_all_postprocessedleft,6,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,0,5,0,0,100,0,-0.19047619,0.348422442,0.454090017,109.3791912,113.7577843,11.53672422,15.73302854,-4.19630432,2.307344844,3.146605708,-0.839260864,-0.543399844,-0.108679969,-23.54043679,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0.25,0.25,0,0.233333333,0.766666667,1,0,0,0,-0.263299316,0.416666667,0.463333333,0,0,0,0,0,0,0,0,26388,14425,3760,100,88,?,-1
features_all_postprocessedleft,7,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.142857143,0.326743118,0.424870827,102.9812939,106.8795058,13.72970188,15.82353497,-2.093833082,2.288283647,2.637255828,-0.34897218,0.45715858,0.076193097,19.80140411,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.333333333,0.233333333,0.766666667,0.666666667,0.333333333,0.333333333,0.333333333,0.1,0.466666667,0.511111111,0.4,0.333333333,0,0,0,0,0,0,23058,14188,3997,100,96.66666667,?,-1
features_all_postprocessedleft,7,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.034482759,0.312664208,0.409540611,98.54397224,103.0230727,13.72970188,14.06005836,-0.330356472,2.288283647,2.34334306,-0.055059412,1.02326169,0.170543615,44.32164045,0,0,0,0,1,5,1,1,0,0,0,0,0.3,0.2,0.166666667,0.166666667,0.833333333,0.833333333,0.333333333,0.166666667,0.222222222,0.083578284,0.6625,0.477777778,0.133333333,0.166666667,0,0,0,0,0,0,24238,14188,3997,100,100,?,-1
features_all_postprocessedleft,7,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.172413793,0.310111547,0.409667254,97.73943684,103.0549306,13.72970188,14.18887738,-0.459175494,2.288283647,2.364812897,-0.076529249,1.669161267,0.278193545,72.29818752,0,0,0,0,1,5,1,1,0,0,0,0,1,1,0.333333333,0.133333333,0.866666667,0.666666667,0.375,0.333333333,0.288888889,0.230189805,0.566666667,0.533333333,0.213333333,0.333333333,0.017,0,0.015625,0,15.625,0,23468,14188,3997,100,96.66666667,?,-1
features_all_postprocessedleft,7,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.2,0.325304807,0.42038982,102.9284741,106.2608127,13.56572615,16.13551505,-2.569788902,2.260954358,2.689252509,-0.42829815,0.283174055,0.047195676,12.23834564,0,0,0,0,1,5,1,1,0,0,0,0,0.6,0.333333333,0.166666667,0.366666667,0.633333333,0.833333333,0.083333333,0.166666667,0.111111111,-0.222075922,0.425,0.430555556,0.083333333,0.166666667,0.004,0,0,0,0,0,24338,14188,3997,100,96.66666667,?,-1
features_all_postprocessedleft,7,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,0,6,0,0,100,0,-0.2,0.347315804,0.461270733,108.6200004,115.0418503,13.98932566,22.34197487,-8.352649209,2.331554277,3.723662479,-1.392108202,0.149115868,0.024852645,6.470829919,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0.3,0.2,0,0.2,0.8,1,0,0,0,-0.172075922,0.3125,0.355555556,0,0,0,0,0,0,0,0,26748,14188,3997,50,80,?,-1
features_all_postprocessedleft,7,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,1,4,0,20,80,0,0,0.319430738,0.415395859,99.82210563,103.5073553,11.70069995,12.57357777,-0.87287782,2.340139991,2.514715555,-0.174575564,0.738159763,0.147631953,32.04719279,0,0,0,0,1,4,1,1,0,0,0,0,1,1,0.2,0.2,0.8,0.8,0.066666667,0.2,0.1,0,0.5,0.54,0.1,0.2,0,0,0,0,0,0,26748,14425,3760,100,96,?,-1
features_all_postprocessedleft,7,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,1,4,0,20,80,0,0,0.304885395,0.41703142,95.27668607,103.9149006,11.70069995,12.40817944,-0.707479482,2.340139991,2.481635887,-0.141495896,1.415584316,0.283116863,61.45756749,0,0,0.5,2,0.5,2,1,1,0,0,0,-0.40824829,0,0.2,0.2,0.2,0.8,0.8,0.1,0.2,0.133333333,-0.009175171,0.7,0.64,0.133333333,0.2,0.016,0,0,0,0,0,27878,14425,3760,100,84,?,-1
features_all_postprocessedleft,7,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,1,4,0,20,80,0,0,0.287227234,0.389556989,89.75851059,97.06888702,11.70069995,9.833187769,1.867512184,2.340139991,1.966637554,0.373502437,2.228305044,0.445661009,96.74182324,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0.5,0.333333333,0.2,0.2,0.8,0.8,0.066666667,0.2,0.1,-0.018350342,0.8,0.666666667,0.1,0.2,0,0,0,0,0,0,27108,14425,3760,100,88,?,-1
features_all_postprocessedleft,7,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.33555283,0.43057548,104.8602593,107.2897774,11.70069995,14.21268276,-2.511982806,2.340139991,2.842536552,-0.502396561,-0.13352973,-0.026705946,-5.797190805,0,0,0,0,1,4,1,1,0,0,0,0,1,1,0,0.25,0.75,1,0,0,0,-0.204124145,0.5,0.456666667,0,0,0.016,0,0.015625,0,15.625,0,26338,14425,3760,80,96,?,-1
features_all_postprocessedleft,7,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,1,4,0,20,80,0,0,0.29869888,0.394624306,93.34339986,98.33154906,11.70069995,11.4993884,0.201311557,2.340139991,2.299877679,0.040262311,1.780067335,0.356013467,77.28159118,0,0,0,0,1,4,1,1,0,0,0,0,0.75,0.5,0.2,0.2,0.8,0.8,0.05,0.2,0.08,0,0.65,0.6,0.08,0.2,0,0,0,0,0,0,22748,14425,3760,100,100,?,-1
features_all_postprocessedleft,8,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,0,0.320344162,0.426625037,100.1848537,106.401144,13.98932566,16.65331803,-2.663992366,2.331554277,2.775553005,-0.443998728,0.856057674,0.142676279,37.1483176,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0,0.166666667,0.166666667,0.166666667,0.833333333,0.833333333,0.033333333,0.166666667,0.055555556,0,0.483333333,0.436111111,0.066666667,0.166666667,0,0,0,0,0,0,25878,14188,3997,83.33333333,90,?,-1
features_all_postprocessedleft,8,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.071428571,0.309196109,0.40164543,97.83158148,101.5228432,13.56572615,13.65546328,-0.089737135,2.260954358,2.275910547,-0.014956189,1.066680127,0.177780021,46.10026885,0,0,0,0,1,5,1,1,0,0,0,0,0.6,0.333333333,0.166666667,0.233333333,0.766666667,0.833333333,0.111111111,0.166666667,0.133333333,-0.052704628,0.658333333,0.611111111,0.1,0.166666667,0.015,0,0.015625,0,15.625,0,19828,14188,3997,100,100,?,-1
features_all_postprocessedleft,8,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.071428571,0.312668104,0.406689338,98.54519997,102.3058131,13.72970188,14.60651531,-0.876813427,2.288283647,2.434419219,-0.146135571,1.042913876,0.173818979,45.17285683,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0,0.166666667,0.166666667,0.216666667,0.783333333,0.833333333,0.166666667,0.166666667,0.166666667,-0.05,0.566666667,0.458333333,0.1,0.166666667,0,0,0,0,0,0,23033,14188,3997,100,90,?,-1
features_all_postprocessedleft,8,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,0,6,0,0,100,0,-0.24137931,0.319148162,0.413145001,100.5875532,103.9297845,13.72970188,15.37840621,-1.648704321,2.288283647,2.563067701,-0.274784054,0.701556892,0.116926149,30.38729253,0,0,0,0,1,5,1,1,0,0,0,0,0.8,0.5,0,0.25,0.75,1,0,0,0,-0.246611521,0.55,0.422222222,0,0,0,0,0,0,0,0,25108,14188,3997,83.33333333,86.66666667,?,-1
features_all_postprocessedleft,8,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,0,6,0,0,100,0,-0.24137931,0.35372172,0.460597764,111.4842775,115.8668899,13.72970188,23.36506938,-9.635367492,2.288283647,3.89417823,-1.605894582,-0.050824743,-0.00847079,-2.201427058,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0.6,0.333333333,0,0.25,0.75,1,0,0,0,-0.246611521,0.3125,0.291666667,0,0,0.016,0,0.015625,0,15.625,0,25368,14188,3997,66.66666667,86.66666667,?,-1
features_all_postprocessedleft,8,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,1,4,0,20,80,0,0,0.297022014,0.391596904,92.81937926,97.57718817,11.70069995,10.33852292,1.362177035,2.340139991,2.067704584,0.272435407,2.071922258,0.414384452,89.95246741,0,0,0,0,1,4,1,1,0,0,0,0,1,1,0.2,0.2,0.8,0.8,0.1,0.2,0.133333333,-0.009175171,0.75,0.65,0.133333333,0.2,0,0,0,0,0,0,24698,14425,3760,100,96,?,-1
features_all_postprocessedleft,8,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,1,4,0,20,80,0,0,0.332599527,0.429936363,103.9373522,107.1305236,11.70069995,15.013737,-3.31303705,2.340139991,3.002747401,-0.66260741,0.073449167,0.014689833,3.188794272,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0.25,0.25,0.2,0.2,0.8,0.8,0.2,0.2,0.2,0.018350342,0.4,0.406666667,0.2,0.2,0.015,0,0.015625,0,15.625,0,22263,14425,3760,80,88,?,-1
features_all_postprocessedleft,8,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.323026473,0.421180448,100.9457727,104.9487456,11.70069995,12.24991179,-0.549211838,2.340139991,2.449982358,-0.109842368,0.568361517,0.113672303,24.675405,0,0,0,0,1,4,1,1,0,0,0,0,0.5,0.333333333,0,0.25,0.75,1,0,0,0,-0.231649658,0.45,0.34,0,0,0,0,0,0,0,0,24363,14425,3760,100,96,?,-1
features_all_postprocessedleft,8,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,2,3,0,40,60,0,0.25,0.315182916,0.415533689,98.49466119,103.5416995,11.70069995,13.19578861,-1.495088654,2.340139991,2.639157721,-0.299017731,1.374381416,0.274876283,59.66874435,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0.25,0.25,0.4,0.15,0.85,0.6,0.3,0.4,0.333333333,0.222474487,0.4,0.43,0.333333333,0.4,0,0,0,0,0,0,23468,14425,3760,100,92,?,-1
features_all_postprocessedleft,8,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,1,4,0,20,80,0,0,0.282713288,0.375270569,88.34790241,93.50903086,11.70069995,9.54059555,2.160104404,2.340139991,1.90811911,0.432020881,2.160104404,0.432020881,93.78089367,0,0,0,0,1,4,1,1,0,0,0,0,0.75,0.5,0.2,0.2,0.8,0.8,0.05,0.2,0.08,0,0.9,0.8,0.08,0.2,0.019,0,0.03125,0,31.25,0,23493,14425,3760,100,96,?,-1
features_all_postprocessedleft,9,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.142857143,0.304266216,0.393224314,95.89713423,98.91858346,13.72970188,13.46204648,0.267655405,2.288283647,2.243674413,0.044609234,1.584611238,0.264101873,68.63598065,0,0,0,0,1,5,1,1,0,0,0,0,0.8,0.5,0.333333333,0.183333333,0.816666667,0.666666667,0.222222222,0.333333333,0.25,0.124535599,0.691666667,0.602777778,0.2,0.333333333,0.005,0,0,0,0,0,23978,14188,3997,100,100,?,-1
features_all_postprocessedleft,9,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,3,3,0,50,50,0,0.307692308,0.273213421,0.368387933,86.11006639,92.67080171,13.72970188,11.04767854,2.682023342,2.288283647,1.841279757,0.44700389,3.168752101,0.52812535,137.2515874,0,0,0,0,1,5,1,1,0,0,0,0,0.2,0.2,0.5,0.2,0.8,0.5,0.25,0.5,0.333333333,0.272075922,0.716666667,0.533333333,0.266666667,0.5,0.005,0,0,0,0,0,23443,14188,3997,100,93.33333333,?,-1
features_all_postprocessedleft,9,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.153846154,0.307661829,0.412082752,96.96734673,103.6625676,13.72970188,15.25149526,-1.521793377,2.288283647,2.541915877,-0.253632229,1.232869202,0.2054782,53.40059735,0,0,0,0,1,5,1,1,0,0,0,0,0.5,0.25,0.166666667,0.316666667,0.683333333,0.833333333,0.083333333,0.166666667,0.111111111,-0.15,0.516666667,0.458333333,0.066666667,0.166666667,0.005,0,0.015625,0,15.625,0,25058,14188,3997,83.33333333,96.66666667,?,-1
features_all_postprocessedleft,9,4,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.142857143,0.311062661,0.404673828,97.28214485,100.9264683,13.98932566,14.52270117,-0.533375504,2.331554277,2.420450194,-0.088895917,1.328795413,0.221465902,57.66260329,0,0,0,0,1,5,1,1,0,0,0,0,0.2,0.2,0.333333333,0.183333333,0.816666667,0.666666667,0.208333333,0.333333333,0.233333333,0.136037961,0.633333333,0.588888889,0.18,0.333333333,0.005,0,0,0,0,0,22288,14188,3997,100,96.66666667,?,-1
features_all_postprocessedleft,9,5,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.172413793,0.307597207,0.40697507,96.19835436,101.5004027,13.98932566,13.90865459,0.080671071,2.331554277,2.318109099,0.013445179,1.463725625,0.243954271,63.51785177,0,0,0,0,1,5,1,1,0,0,0,0,0.4,0.25,0.333333333,0.133333333,0.866666667,0.666666667,0.366666667,0.333333333,0.277777778,0.244151844,0.575,0.458333333,0.2,0.333333333,0.005,0,0,0,0,0,23393,14188,3997,100,96.66666667,?,-1
features_all_postprocessedleft,9,6,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.338915002,0.439125963,105.9109382,109.4203664,11.70069995,13.99294316,-2.292243207,2.340139991,2.798588632,-0.458448641,-0.124072944,-0.024814589,-5.386624636,0,0,0,0,1,4,1,1,0,0,0,0,0.25,0.25,0,0.25,0.75,1,0,0,0,-0.204124145,0.425,0.43,0,0,0.005,0,0,0,0,0,25518,14425,3760,100,92,?,-1
features_all_postprocessedleft,9,7,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,2,3,0,40,60,0,0.25,0.31680671,0.410514317,99.00209695,102.2909843,11.70069995,13.01886334,-1.318163384,2.340139991,2.603772668,-0.263632677,0.739647652,0.14792953,32.11178945,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0.5,0.333333333,0.4,0.15,0.85,0.6,0.2,0.4,0.266666667,0.194948974,0.5,0.373333333,0.266666667,0.4,0.007,0,0,0,0,0,22288,14425,3760,80,92,?,-1
features_all_postprocessedleft,9,8,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,0,5,0,0,100,0,-0.25,0.349059907,0.459685689,109.081221,114.5433902,11.70069995,15.37712335,-3.676423397,2.340139991,3.07542467,-0.735284679,-0.388680834,-0.077736167,-16.87457139,0,0,0,0,1,4,1,1,0,0,0,0,0.25,0.25,0,0.25,0.75,1,0,0,0,-0.222474487,0.4,0.406666667,0,0,0,0,0,0,0,0,24673,14425,3760,100,92,?,-1
features_all_postprocessedleft,9,9,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,1,4,0,20,80,0,0,0.304917075,0.400240884,95.28658583,99.73107476,11.70069995,10.54506887,1.15563108,2.340139991,2.109013775,0.231126216,1.208934691,0.241786938,52.48587776,0,0,0,0,1,4,1,1,0,0,0,0,0.25,0.25,0.2,0.2,0.8,0.8,0.1,0.2,0.133333333,-0.009175171,0.6,0.483333333,0.133333333,0.2,0,0,0,0,0,0,27518,14425,3760,100,92,?,-1
features_all_postprocessedleft,9,10,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,50,5,0,5,0,0,100,0,-0.315789474,0.337904688,0.446970596,107.0550566,113.1062749,11.27710044,15.18681786,-3.909717424,2.255420088,3.037363573,-0.781943485,-0.350451704,-0.070090341,-15.15417084,0,0,0.25,1,0.75,3,1,1,0,0,0,-0.25,0.25,0.25,0,0.333333333,0.666666667,1,0,0,0,-0.344948974,0.483333333,0.483333333,0,0,0.015,0,0.015625,0,15.625,0,28338,14425,3760,80,84,?,-1
features_all_postprocessedleft,10,1,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,1,5,0,16.66666667,83.33333333,0,-0.034482759,0.313354055,0.405897818,98.76139477,102.1067003,13.72970188,14.67647287,-0.946770982,2.288283647,2.446078811,-0.157795164,0.967483081,0.16124718,41.90564121,0,0,0,0,1,5,1,1,0,0,0,0,0.6,0.333333333,0.166666667,0.166666667,0.833333333,0.833333333,0.333333333,0.166666667,0.222222222,0.072075922,0.483333333,0.422222222,0.133333333,0.166666667,0,0,0,0,0,0,26288,14188,3997,100,93.33333333,?,-1
features_all_postprocessedleft,10,2,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.142857143,0.287250771,0.381566989,90.53428954,95.9860941,13.72970188,12.15103465,1.57866724,2.288283647,2.025172441,0.263111207,2.725490013,0.454248336,118.0520971,0,0,0.2,1,0.8,4,1,1,0,0,0,-0.2,0.8,0.5,0.333333333,0.183333333,0.816666667,0.666666667,0.25,0.333333333,0.277777778,0.122075922,0.816666667,0.722222222,0.233333333,0.333333333,0.016,0,0.015625,0,15.625,0,26748,14188,3997,100,90,?,-1
features_all_postprocessedleft,10,3,weka.classifiers.meta.Bagging,'-P 100 -S 1 -num-slots 1 -I 10 -W weka.classifiers.trees.REPTree -- -M 2 -V 0.001 -N 3 -S 1 -L -1 -I 0.0',-1.1588E+17,2.02E+07,49,6,2,4,0,33.33333333,66.66666667,0,0.111111111,0.320120724,0.424111691,100.8940804,106.6885392,13.72970188,16.94736416,-3.217662275,2.288283647,2.824560693,-0.536277046,1.196498173,0.199416362,51.82521964,1,1,0,0,1,5,0,0,1,1,1,1,1,1,0.333333333,0.233333333,0.766666667,0.666666667,0.277777778,0.333333333,0.3,0.113962039,0.5,0.505555556,0.28,0.333333333,0,0,0,0,0,0,23593,14188,3997,100,93.33333333,?,-1
